Time,Li7,B11,Mg24,Ca43,Mn55,Ni60,Cu65,Zn66,Sr86,Ba137,Pb208,U238
144109,0,0,800,800,200,0,100,0,1800,100,500,0
144282,0,0,1000,400,200,0,0,0,2500,200,400,0
144455,0,0,1100,800,300,0,0,0,2000,300,600,0
144628,0,0,900,800,200,0,0,0,2000,0,300,0
144801,0,0,900,700,0,0,0,0,1900,200,100,0
144974,100,0,1000,700,100,0,0,0,1700,100,300,0
145147,0,100,1200,900,200,0,0,0,2200,300,500,0
145320,0,100,1200,1000,200,0,0,0,4201,200,600,0
145493,0,100,1500,700,500,0,0,0,3401,100,800,0
145666,0,0,900,2200,100,0,0,0,2400,100,200,0
145839,0,100,700,1000,600,0,100,0,2400,200,1200,0
146012,100,0,1100,500,100,0,0,0,1800,200,500,200
146185,0,0,1600,1000,200,0,0,0,1900,100,500,0
146358,0,0,400,1000,100,0,0,0,2100,400,400,0
146531,0,0,900,700,300,0,0,0,2700,100,600,0
146704,0,0,400,1000,400,0,0,100,4201,200,900,0
146877,0,100,1400,1700,300,0,0,0,3101,300,500,0
147050,0,0,800,700,300,0,0,0,1100,200,600,0
147223,0,0,1600,3501,200,0,0,0,2800,100,600,300
147396,100,0,900,400,100,0,0,0,2900,100,300,100
147569,0,100,1500,1300,200,0,1200,0,4001,100,400,0
147742,0,0,1000,700,200,100,0,100,4901,0,500,0
147915,0,100,1200,900,100,0,0,100,2000,200,200,0
148088,0,0,1000,600,400,0,0,0,2000,0,500,0
148261,0,100,1500,1900,300,0,0,100,1400,0,500,0
148434,0,0,900,900,100,0,0,0,2700,0,700,0
148607,0,200,800,900,400,0,0,0,1800,300,500,0
148780,0,300,900,3401,500,0,0,0,2600,200,600,0
148953,0,0,800,600,300,0,200,0,5502,200,200,0
149126,0,100,600,1600,100,0,0,0,8804,200,600,0
149299,0,0,800,1400,300,0,0,0,3000,0,300,0
149472,0,0,700,2800,200,0,0,100,2000,200,500,0
149645,0,0,1400,900,200,0,0,0,6903,200,600,0
149818,0,200,1300,1100,300,0,100,0,4201,0,200,0
149991,0,0,1300,1100,700,0,0,100,1800,100,500,0
150164,0,0,1700,7303,300,0,100,100,4401,400,400,0
150337,0,200,1500,3501,300,0,0,0,4401,0,500,100
150510,0,200,1100,400,400,0,0,0,4401,12610,400,0
150683,0,200,1800,1600,0,0,0,0,1900,400,400,0
150856,0,0,900,500,500,0,0,0,13510,100,600,0
151029,0,0,1500,1900,100,0,0,100,3000,200,400,0
151202,0,0,1000,2200,300,0,0,0,3901,100,300,0
151375,0,0,1900,1700,100,0,100,0,2800,100,400,0
151548,0,100,900,1300,300,0,0,0,4101,100,400,0
151721,0,0,1400,1200,200,0,100,0,2800,100,500,0
151894,100,100,1600,1100,200,0,0,0,6302,100,400,100
152067,0,0,1200,400,200,0,0,100,6803,0,300,100
152240,0,100,5001,900,200,100,0,0,2400,400,700,100
152413,0,0,1200,1300,400,0,0,100,4501,200,400,0
152586,100,200,1100,900,100,0,0,0,2600,300,900,0
152759,0,100,1400,4801,300,0,0,0,2900,400,400,0
152932,0,100,1800,1800,300,0,0,0,2800,300,800,0
153105,0,0,1100,1500,300,100,0,0,3601,0,700,0
153278,0,0,1300,1800,200,0,0,0,4501,100,1100,0
153451,0,0,2700,1700,300,100,0,0,3801,100,500,0
153624,0,0,1500,3701,400,0,0,0,5101,100,1400,0
153797,0,0,1700,1100,400,0,100,100,5502,100,500,0
153970,0,0,800,3000,300,0,0,0,4001,100,700,0
154143,0,100,2000,7803,100,0,0,0,5802,100,800,0
154316,0,0,1600,1700,200,0,0,0,6302,400,800,0
154489,0,100,1800,2900,400,0,0,0,3501,300,800,0
154662,0,100,1300,800,300,0,0,0,9004,700,700,0
154835,0,100,1200,2700,200,0,0,0,3901,300,900,0
155008,0,100,800,1500,100,100,0,0,4101,400,1200,0
155181,0,0,3201,1500,200,0,0,0,4101,0,400,0
155354,0,0,1900,1200,200,0,0,0,3301,0,900,0
155527,0,100,1300,1800,400,0,100,100,3101,0,500,0
155700,0,0,5402,1400,200,0,0,0,3000,200,1000,0
155873,0,0,1200,1200,200,0,100,0,3101,100,600,0
156046,0,0,800,1200,300,0,0,0,4201,100,400,0
156219,0,0,1900,3301,400,0,0,100,3201,100,1000,300
156392,0,0,1500,1000,300,0,0,100,3501,100,500,100
156565,0,200,800,1500,100,0,0,0,7303,0,700,0
156738,100,100,800,900,200,0,0,400,3901,500,700,0
156911,0,0,1300,1500,0,0,0,0,8504,300,700,0
157084,0,100,9505,1500,100,0,0,0,4001,100,1000,0
157257,0,0,1200,1200,200,0,0,0,4001,100,800,100
157430,0,100,1500,1900,100,0,200,0,5101,300,800,100
157603,0,0,700,2800,200,0,0,0,5602,500,1300,200
157776,0,0,2500,4601,300,0,0,0,6302,300,800,100
157949,0,200,1800,3301,300,0,0,0,9105,700,600,0
158122,0,0,2900,3901,100,0,100,0,12010,300,1100,300
158295,0,100,2200,7903,400,0,0,0,12510,600,1500,100
158468,0,200,3301,6803,200,0,0,0,19020,700,2000,200
158641,0,0,4601,7903,100,0,0,0,23430,1200,1900,200
158814,0,0,4301,9004,700,0,0,100,31660,700,1800,300
158987,0,0,6302,9505,300,0,0,0,26940,1000,1500,200
159160,0,0,5702,11310,200,0,100,0,25230,700,2000,600
159333,0,300,6602,13210,200,0,0,200,28340,600,1600,400
159506,0,200,5602,12010,400,0,0,0,28440,1400,1700,0
159679,100,0,5201,11910,200,0,100,0,35270,1100,1200,700
159852,0,0,5902,52550,100,0,0,0,26540,1100,1700,400
160025,0,0,6002,24330,100,0,100,0,25230,900,1400,200
160198,0,0,5602,15510,0,0,0,0,23430,7403,1100,400
160371,0,0,4501,9004,200,200,100,0,23030,700,1100,400
160544,0,0,5201,9505,500,0,100,0,18520,900,1600,200
160717,0,0,4701,22630,200,0,0,0,16720,1100,1200,800
160890,0,0,4101,10310,200,100,0,0,14310,800,1300,300
161063,0,0,3101,6302,0,0,0,0,11610,600,1000,100
161236,0,0,4001,3801,200,0,0,0,10410,400,600,100
161409,0,100,2700,2800,400,0,0,0,8604,200,1300,0
161582,0,0,2300,2800,100,0,0,0,7603,400,500,200
161755,0,100,2500,6102,200,100,0,0,8604,1100,1300,100
161928,0,100,3501,39390,600,0,100,100,9004,0,1300,0
162101,0,400,539200,30550,300,0,0,0,6602,700,900,100
162274,0,100,3301,2000,600,0,0,0,6502,1900,1700,100
162447,0,100,2500,6102,100,0,0,200,10510,600,1100,0
162620,100,300,4401,8604,300,0,0,100,20320,900,900,200
162793,0,100,8404,15010,0,0,0,100,34060,1400,1200,400
162966,0,0,9305,21630,100,0,0,0,59590,1400,1200,600
163139,0,200,18620,37080,700,0,100,0,88330,2400,1300,600
163312,0,200,39690,52750,400,0,0,0,128700,2700,2300,2000
163485,0,100,37780,72490,200,0,0,0,153000,4501,1500,1900
163658,0,600,38880,73900,0,0,0,0,179700,3101,1300,1300
163831,0,600,43500,81670,300,100,0,200,156100,2900,1200,1800
164004,0,500,43600,69160,200,0,0,100,162000,3000,1000,1300
164177,0,500,46820,76720,300,0,0,0,166500,3301,1100,1500
164350,100,800,57580,92970,200,0,100,0,228900,6602,900,2100
164523,0,700,73700,117000,0,0,0,0,273800,5402,1500,2200
164696,0,800,84290,131700,0,100,0,0,314900,6502,1500,2800
164869,0,500,95500,159300,300,0,300,0,364800,7503,1400,3601
165042,0,1200,104200,182000,200,400,0,100,393500,10010,2200,2700
165215,100,1300,116600,189800,100,0,100,0,432400,8504,2500,3201
165388,0,1400,127100,217100,100,0,200,0,455800,8504,1400,4501
165561,0,1000,128500,194500,300,0,0,0,442900,8304,2300,3101
165734,0,500,118000,188300,300,0,0,0,443200,9205,1900,3601
165907,0,1200,124900,203300,200,0,0,0,506700,9805,1400,4101
166080,300,1500,158600,278300,100,200,0,400,627800,11910,3101,4401
166253,0,2400,177200,328300,200,0,0,100,752500,14510,2500,8104
166426,0,2000,225500,366400,300,0,0,0,974100,16720,3301,8004
166599,0,2400,261400,444900,500,0,200,200,1166000,20220,4201,7403
166772,200,3401,318200,579700,200,0,100,0,1256000,25030,3101,8604
166945,100,2800,319400,528100,100,0,200,200,1252000,19420,4101,10110
167118,200,3901,307800,562400,700,100,300,100,1191000,20520,2900,9705
167291,200,3801,301500,498100,300,0,300,0,1161000,24530,3401,8104
167464,100,2400,312400,504000,300,100,200,100,1264000,19720,3401,9505
167637,100,2500,307100,492900,200,100,100,0,1164000,23730,2900,9705
167810,0,4401,343400,579000,400,0,0,100,1481000,25030,3201,10410
167983,0,4401,368300,593400,600,100,0,100,1466000,24930,5101,14510
168156,100,3801,424800,685700,600,100,0,300,1495000,28140,3201,14510
168329,0,4001,425700,704300,800,0,300,200,1628000,26440,5702,14310
168502,100,4201,458600,765600,1200,100,100,400,1664000,31760,6502,14810
168675,100,4501,463600,759100,800,0,200,200,1806000,30250,7203,14310
168848,400,3701,464200,750400,400,200,0,300,1698000,29250,7903,13310
169021,100,4501,483800,751200,300,0,0,200,1669000,31760,8604,12310
169194,0,5101,481900,738400,300,0,0,500,1726000,29850,5502,13210
169367,200,4701,461200,731500,600,0,400,0,1775000,28650,4801,9105
169540,400,4601,522100,733400,500,0,100,700,1755000,28750,4101,12010
169713,100,3801,460700,705200,300,0,100,200,1800000,27740,4001,12110
169886,100,5201,433800,719100,900,200,100,300,1664000,26740,3401,12210
170059,200,4601,468000,761500,500,0,0,100,1594000,30350,3801,12510
170232,100,5302,434200,675900,200,100,0,400,1728000,31350,3000,10310
170405,200,4501,479800,724400,300,0,500,100,1543000,26340,3301,14010
170578,0,4101,478900,703900,200,0,300,200,1755000,23630,3201,12310
170751,200,3601,467000,690900,400,0,200,300,1748000,37180,2100,13610
170924,100,4701,503900,685800,200,0,200,400,1733000,24830,1900,11310
171097,200,5902,478300,718800,500,0,200,300,1709000,25740,2900,13610
171270,100,4401,478400,772500,700,100,100,0,1752000,27540,1900,13310
171443,400,3301,462400,657100,600,100,100,300,1645000,28340,2000,11310
171616,0,3601,444900,702800,400,100,100,200,1484000,22830,1400,10410
171789,200,4501,429700,656200,500,0,200,0,1418000,24530,1600,10610
171962,0,3401,392700,608100,400,0,0,200,1377000,22430,3000,11410
172135,100,3301,382200,603500,400,0,0,100,1404000,27240,1500,9505
172308,100,3901,442100,705600,1100,100,200,100,1699000,27040,1800,14210
172481,200,5602,517700,826200,200,0,100,200,1829000,28440,2600,15710
172654,100,5502,543300,781900,800,100,0,200,1830000,28750,2700,13010
172827,0,4001,496300,1003000,400,200,0,100,1728000,37880,2400,13110
173000,100,3901,509900,687600,400,200,200,500,1556000,28850,2100,14010
173173,0,3801,453700,649000,700,200,0,500,1481000,28950,2200,8204
173346,0,4101,417300,657300,300,100,0,100,1513000,29350,1800,10510
173519,300,4401,469900,678600,400,100,300,400,1728000,34570,2600,13010
173692,400,4801,509300,787900,100,100,200,200,1848000,37480,2100,13610
173865,300,4901,505200,790300,900,0,100,100,1916000,40390,2400,12010
174038,900,3801,514100,790500,900,0,100,400,1877000,36770,3701,16010
174211,0,5502,512000,769500,900,0,200,400,1735000,36270,4301,14010
174384,100,4401,514500,720200,600,0,300,200,1745000,41090,5001,14810
174557,100,5802,488500,757500,1300,0,100,300,1904000,37280,5502,15010
174730,0,3201,500300,773500,1100,0,400,100,1656000,34360,6803,12210
174903,200,3501,444000,808800,900,0,300,600,1537000,34160,7503,12810
175076,0,3901,421600,672400,600,100,100,300,1455000,32060,8004,11410
175249,100,4001,410000,696900,700,0,100,300,1473000,28650,7403,14110
175422,0,4301,418300,663900,1200,0,100,0,1588000,33860,9105,15710
175595,100,4501,419700,696900,400,0,200,500,1546000,31760,7603,14810
175768,0,5602,395300,770200,700,100,200,200,1393000,33760,10310,10510
175941,0,4101,344200,545200,600,100,100,100,1193000,27340,8104,10710
176114,100,3301,282100,472700,600,0,100,100,1042000,24430,5402,9705
176287,0,2200,249500,446600,800,0,100,200,1006000,21120,6002,9705
176460,0,2200,231600,379700,900,0,100,200,826200,15310,6602,9105
176633,0,2500,188000,378600,400,0,100,0,819100,17220,6803,7503
176806,100,3201,201600,370600,800,100,200,0,927600,20520,8704,9605
176979,0,3701,196800,389500,300,0,300,100,900400,20320,11710,11410
177152,0,2900,208000,392300,800,200,200,0,894500,25440,13710,8504
177325,100,3201,178000,398500,600,0,100,200,852900,20320,24530,8704
177498,300,2900,188300,384600,900,0,0,0,923900,25940,15510,9004
177671,100,3101,183900,371200,800,0,300,100,877900,26640,20120,9205
177844,200,3301,170700,364400,900,100,100,100,844300,41800,14510,8304
178017,100,2600,173300,334900,600,100,100,200,821800,21120,16920,9705
178190,0,2200,156900,325500,400,100,0,100,766700,24630,16410,8604
178363,0,1800,144900,315200,600,100,100,400,794000,25540,17920,8204
178536,0,2700,155000,317100,200,0,100,0,712400,22730,17120,9205
178709,100,2100,130400,275700,700,0,200,200,719600,23230,14710,7103
178882,0,2300,150100,226400,1200,100,0,38580,508600,21020,11910,4701
179055,0,1500,104100,206200,100,0,0,100,461700,12610,11310,4201
179228,100,1200,102000,201000,400,0,100,300,456400,14310,10810,3901
179401,0,2800,123100,243000,200,100,200,0,566400,19220,9905,5602
179574,100,2800,133200,252700,400,0,100,100,614000,16820,9205,5502
179747,0,2300,129400,250500,1000,0,300,100,575100,15710,9105,7003
179920,0,1500,135200,245500,500,0,0,0,597700,19620,8804,6903
180093,0,3301,158500,289700,400,300,300,0,679700,19520,8504,7003
180266,400,1900,186600,325100,900,0,200,0,717200,18420,8704,7303
180439,100,3301,181000,300100,300,0,100,100,731200,19020,7703,6803
180612,0,2800,205700,362400,600,0,100,200,820400,22530,9205,7403
180785,100,1900,238600,386400,500,0,200,100,880700,23930,10210,7603
180958,0,2100,229700,383000,600,0,0,100,880700,22030,9305,7903
181131,100,4201,230500,405200,500,0,200,0,887000,20320,9305,9305
181304,0,3101,236400,388400,500,0,0,0,861400,24330,9805,8404
181477,0,2300,241600,429000,900,0,200,100,881900,22730,9705,7603
181650,100,2700,262100,416100,400,200,100,0,951700,23330,8704,8204
181823,100,3601,269000,451100,400,0,0,200,1058000,22430,8904,10310
181996,200,3601,313500,491300,900,100,0,0,1153000,25340,8904,11010
182169,200,3501,315700,557700,900,0,100,100,1240000,33360,10510,9905
182342,100,4301,350600,609800,1500,100,0,200,1370000,28850,11410,11110
182515,0,5201,331300,590200,600,100,0,300,1349000,27440,10010,9905
182688,100,3901,348500,588800,1100,100,100,200,1309000,29550,9605,14110
182861,0,4601,365800,611700,700,100,300,0,1519000,34260,10310,13910
183034,100,3000,406800,661000,300,0,0,200,1533000,33260,8504,13210
183207,300,4201,382800,640500,600,0,300,100,1656000,32560,8804,13010
183380,0,5001,372100,618900,1000,300,400,100,1420000,30050,9805,12810
183553,100,4501,391700,629000,600,0,0,0,1407000,31860,9805,12210
183726,100,5001,383700,601500,700,0,100,100,1512000,33960,10510,12410
183899,200,4201,407100,672500,600,200,200,200,1504000,32060,8404,13310
184072,200,4201,382800,633200,900,0,100,0,1365000,28040,8804,11410
184245,0,3401,351400,612400,600,0,200,0,1319000,29450,6903,10710
184418,100,2800,334500,555800,700,0,200,200,1273000,25130,5502,11610
184591,0,4101,328900,545000,500,0,100,0,1165000,25640,6302,8904
184764,100,3401,307000,515800,700,0,200,500,1144000,25740,6903,11510
184937,100,4001,1336000,531800,700,0,100,200,1230000,28950,6502,12110
185110,0,3301,329400,585300,700,0,100,0,1350000,30750,8104,13110
185283,0,5001,355200,649900,700,0,100,100,1572000,39590,11110,17020
185456,0,5201,432900,760100,500,200,200,0,1746000,38180,11210,17120
185629,500,5001,453500,829100,700,0,200,400,1932000,45710,10710,17420
185802,0,5201,476900,864500,500,0,200,200,1928000,42200,11810,16620
185975,100,5902,465000,842500,800,0,0,100,1933000,40990,11910,18320
186148,200,5502,472900,847900,1100,100,200,0,1858000,43200,11910,17020
186321,0,5201,438100,812100,1100,0,100,100,1714000,38180,9705,18120
186494,100,5902,432300,799100,1100,100,400,200,1776000,35670,8804,16620
186667,100,4501,412900,762100,800,100,200,300,1737000,34570,11010,15310
186840,0,5402,372500,735700,700,0,400,300,1637000,38280,10210,16110
187013,0,6302,364200,700600,1000,0,100,100,1603000,37580,8704,17520
187186,200,4801,349400,682100,500,0,200,500,1570000,31550,10810,14410
187359,0,5302,326900,656600,700,0,100,300,1523000,31960,11810,15710
187532,200,4401,328100,666300,800,400,100,200,1480000,35170,10110,17020
187705,100,6202,324000,626800,1000,100,200,100,1462000,32660,10610,15510
187878,200,5101,310200,688700,500,100,400,100,1537000,31860,8104,14910
188051,0,4101,324800,773300,500,0,200,100,1546000,32160,8504,14810
188224,0,4001,331200,816500,300,0,400,200,1575000,30650,8404,13810
188397,400,5402,342700,667300,700,100,100,300,1645000,33360,8204,15310
188570,100,5302,376700,751900,900,100,300,200,1660000,32460,9105,16010
188743,0,4201,349500,776400,1200,200,200,100,1521000,31350,6402,15710
188916,0,4001,315200,623400,600,100,100,100,1452000,31050,8204,15210
189089,0,6002,318400,690000,1100,0,0,100,1520000,38380,7803,15210
189262,100,5201,352800,744600,1000,0,500,200,1710000,37480,7003,16310
189435,100,6803,343100,708100,1000,200,300,200,1789000,39790,9905,15110
189608,200,6402,385400,877400,2100,100,300,300,1826000,41900,10010,18220
189781,100,6602,375600,764900,400,100,100,200,1831000,43100,11810,16720
189954,100,6502,411100,797500,1300,0,300,100,1881000,45410,11610,18420
190127,100,7203,401900,833500,1800,0,500,500,1967000,39490,9905,17420
190300,0,6502,411500,875100,700,200,100,200,1864000,38880,9905,16410
190473,100,5702,394800,743500,800,200,200,600,1726000,36370,8504,12710
190646,0,5302,322800,604900,400,200,100,100,1278000,26340,6803,9305
190819,100,4201,291500,520200,600,100,300,0,1449000,30250,8204,14610
190992,100,5101,368000,773300,200,100,100,300,1642000,34570,10510,16920
191165,200,7103,348700,709600,800,0,0,200,1491000,32660,9405,14710
191338,0,5201,328300,613500,1000,100,100,200,1319000,29950,10010,13010
191511,0,4201,296800,631100,600,200,0,100,1222000,28040,8404,13010
191684,0,3201,270200,527500,1200,100,100,200,1204000,30850,8204,12010
191857,300,4401,304400,539800,500,0,200,500,1201000,23530,10910,12310
192030,100,4001,274200,526600,1000,0,100,300,1175000,26440,8904,11210
192203,0,3901,304500,522200,500,100,100,500,1013000,19620,7803,9705
192376,100,3000,228400,400400,300,0,200,200,886100,17620,8204,7103
192549,0,2900,205300,349100,300,100,0,0,769000,18620,7203,5802
192722,0,2100,1173000,325600,500,0,200,0,680700,15410,5101,7103
192895,0,3401,157900,289600,700,0,100,100,718700,15310,5302,5902
193068,100,2500,157900,266200,300,0,0,0,598600,13410,6302,6002
193241,0,2400,154600,290900,900,0,200,100,619100,14610,5502,5602
193414,0,2900,166100,303500,400,0,400,300,721200,19120,7203,6903
193587,0,2900,171100,330000,600,100,100,200,798600,21120,9505,7403
193760,0,2500,196000,365500,600,0,200,100,878900,20020,9405,8104
193933,100,3901,212700,394300,500,200,200,400,916000,21430,10210,9004
194106,0,3000,224500,404300,500,200,100,200,931500,21430,10010,7903
194279,300,2300,198100,352200,800,0,200,100,867300,19820,9705,6903
194452,0,2200,171900,329400,1100,0,100,100,658300,18620,8304,5502
194625,100,3201,152900,262600,600,0,0,200,605200,13510,7003,6602
194798,0,2000,129900,235800,500,0,300,400,528300,13010,6002,4301
194971,0,2400,132100,228200,1100,0,100,200,633900,12510,8704,5201
195144,200,2900,119000,228300,800,100,200,300,496100,11710,7603,4701
195317,0,1600,123300,219200,300,0,300,400,560100,14510,11010,4701
195490,100,1700,113300,216500,300,0,0,300,510800,12710,8504,6602
195663,0,2400,115100,227500,500,100,0,300,499300,13810,7703,4801
195836,100,1200,107300,204900,1400,0,200,200,489900,11910,7903,4101
196009,0,2700,113200,201800,300,0,0,200,430400,12010,6803,4701
196182,100,1700,99440,213800,200,0,0,100,405700,11410,8504,3801
196355,0,1800,99340,175800,1000,100,0,1200,412700,9004,9004,4201
196528,0,1500,121200,174600,700,100,0,100,405100,9205,8704,2800
196701,200,2300,106500,186700,600,0,200,100,392200,11610,8504,4001
196874,0,2200,92370,168900,500,0,100,100,372100,9605,9905,3401
197047,100,1500,84890,160200,1000,0,0,200,349000,9105,8304,3601
197220,100,2000,83890,143800,400,100,0,200,328400,9105,6302,4401
197393,0,1400,75010,147900,500,0,200,200,297800,7703,7803,3701
197566,0,1000,75210,122600,1600,0,0,100,270900,7703,7403,2200
197739,100,1700,71380,125400,1000,0,100,400,281400,8404,8704,2600
197912,0,1300,67350,127200,300,0,200,600,274500,7303,6903,2200
198085,100,2000,80350,119600,100,0,0,100,263300,10910,8404,3000
198258,100,1900,67050,101100,400,0,200,100,251900,8004,8704,1700
198431,100,1100,63120,103100,800,0,100,100,224000,6102,8304,1700
198604,0,1300,63720,107500,300,0,0,0,230800,6903,8504,1300
198777,0,1100,57680,100000,500,0,100,200,221200,6102,9705,2200
198950,0,1500,62610,97420,400,0,0,200,228900,6302,7503,1300
199123,0,1100,62720,102200,400,0,100,200,214500,6102,8604,2500
199296,0,1500,59290,99240,4801,0,100,200,206100,6302,8704,1400
199469,100,1600,63420,109200,0,0,0,200,203100,6102,6702,1700
199642,100,1100,53560,95400,500,0,200,100,214200,4901,8504,1900
199815,0,1200,51750,86410,100,0,0,0,188000,5702,8604,1500
199988,0,900,61610,94790,600,100,300,200,203200,4601,7803,2000
200161,100,1500,62310,94190,500,0,100,100,210100,5502,9705,1400
200334,0,1400,63320,98230,200,0,100,200,224100,6602,7603,1700
200507,0,1200,59590,100500,600,0,0,0,217800,6803,9505,1900
200680,0,2100,63620,105500,300,0,0,300,222900,5902,6002,2600
200853,0,1100,66540,101200,200,0,100,100,230000,5602,8204,1300
201026,0,1500,59290,107600,500,0,0,0,226900,6002,9405,1900
201199,0,1500,61910,103800,400,0,0,200,235400,5602,9004,1700
201372,0,1000,71180,109700,400,100,0,500,265600,6302,8104,2100
201545,0,800,70170,111500,100,0,0,100,236400,5802,8904,1700
201718,0,1200,72290,123300,400,0,200,300,244100,7303,9705,1900
201891,0,2000,73190,110600,600,100,100,100,267300,6803,9105,2700
202064,100,1600,71780,113200,400,0,0,100,253300,7603,10010,2900
202237,0,1500,73290,117600,400,0,0,300,298200,6402,11010,2400
202410,100,1700,76420,126100,400,0,100,0,287100,9605,9205,2600
202583,200,1500,81870,136500,500,100,0,100,296200,6803,8604,2200
202756,100,2200,113900,144900,400,0,200,100,316400,11010,10410,2500
202929,0,2800,92770,140200,400,0,0,0,311800,7903,10010,3101
203102,0,1500,90950,143500,400,0,0,300,641200,7503,11110,3601
203275,100,1800,87220,141200,300,0,0,300,309100,5902,9605,2700
203448,0,1000,79450,133900,200,0,100,0,307500,7403,8104,2300
203621,0,1700,82570,137000,800,0,100,100,323700,7403,7903,2700
203794,100,1600,91560,144300,1900,100,100,100,333600,8204,11010,3201
203967,0,1800,92060,144600,300,0,0,100,362500,9205,8704,3301
204140,0,1900,93480,157000,600,0,0,100,347600,7703,10410,3701
204313,0,1600,106200,166700,500,0,300,100,353200,11510,9105,2500
204486,0,2300,98030,173600,200,0,200,100,388600,8404,10410,3501
204659,0,1300,114100,173500,400,0,0,0,387700,10310,10310,3601
204832,100,1700,112700,185100,200,0,200,0,435600,11210,10910,3701
205005,100,2800,119800,186900,700,0,100,100,434400,12410,10010,3701
205178,100,3401,117100,210400,800,0,100,300,451800,10810,11510,3301
205351,0,2200,133100,208300,500,0,0,0,470200,11310,9705,4601
205524,100,2000,129200,194600,700,100,200,100,447100,10710,13110,3101
205697,100,2200,123200,206200,500,0,0,100,445100,10510,10410,3501
205870,100,1100,142800,217600,400,0,0,100,472200,11510,9605,3701
206043,0,2000,135800,216300,200,0,300,2600,442500,12310,9505,5302
206216,0,2300,124600,199200,1700,0,200,100,394200,9805,10510,2800
206389,0,1900,108900,169400,500,0,0,0,359900,10010,10110,2200
206562,100,1300,96910,147800,500,0,0,100,303200,7203,8804,2800
206735,0,1700,83680,119300,400,100,100,100,244200,6202,9905,2000
206908,0,1600,62720,109400,500,0,100,0,247700,7103,8704,1400
207081,0,600,65640,102000,300,100,0,0,216300,4801,9605,1700
207254,0,1800,63720,99950,200,0,0,100,239200,7503,14010,1100
207427,0,1100,53660,113300,600,100,0,200,219700,6202,9004,1500
207600,0,1700,46920,85200,600,0,100,200,199600,5902,9905,1200
207773,0,1200,46520,81260,900,200,200,0,173000,4201,10710,2000
207946,0,1800,46420,74500,500,100,0,0,174500,6502,10210,1400
208119,0,1200,36770,88430,300,0,100,100,194200,3701,11510,1200
208292,0,1200,31660,63420,600,0,100,0,143300,5101,9405,1000
208465,0,700,30450,63320,400,100,0,0,133900,5402,11910,1700
208638,0,1400,29950,55270,500,0,0,0,133100,4901,9905,1000
208811,0,1200,23030,46820,300,0,0,200,121500,3101,8404,1200
208984,0,1300,24030,48830,400,0,100,0,117800,4501,9605,1600
